comparison	ID	cosmid_id	gene	AveExpr	t	P_Value	adj_P_Val	B	FC
L2-intestine_up_vs_L2-reference	WBGene00006621	C43G2.5	try-3	7.65	3.04	0	0.04	-2.2	2.5
L2-intestine_up_vs_L2-reference	WBGene00015885	C17B7.11	fbxa-65	8.23	3.04	0	0.04	-2.22	2.27
L2-intestine_up_vs_L2-reference	WBGene00016721	C46G7.1	C46G7.1	9.46	3.03	0	0.04	-2.23	2.16
L2-intestine_up_vs_L2-reference	WBGene00010783	K11H3.6	K11H3.6	11.66	3.03	0	0.04	-2.24	2.12
L2-intestine_up_vs_L2-reference	WBGene00009595	F40F12.7	F40F12.7	10.13	3.03	0	0.04	-2.24	3.09
L2-intestine_up_vs_L2-reference	WBGene00007068	cTel55X.1	cTel55X.1	10.27	3.02	0	0.04	-2.25	2.1
L2-intestine_up_vs_L2-reference	WBGene00012768	Y41E3.10	Y41E3.10	10.72	3.02	0	0.04	-2.27	2.34
L2-intestine_up_vs_L2-reference	WBGene00007275	C03D6.1	C03D6.1	8.75	3.01	0	0.04	-2.29	2.12
L2-intestine_up_vs_L2-reference	WBGene00007939	C34F6.5	C34F6.5	8.7	3	0	0.04	-2.3	2.2
L2-intestine_up_vs_L2-reference	WBGene00022252	Y73B6BL.31	Y73B6BL.31	9.22	3	0	0.04	-2.32	2.07
L2-intestine_up_vs_L2-reference	WBGene00017445	F14B8.2	F14B8.2	11.02	2.99	0	0.04	-2.32	2.89
L2-intestine_up_vs_L2-reference	WBGene00022309	Y77E11A.6	Y77E11A.6	9.88	2.99	0	0.04	-2.33	2.2
L2-intestine_up_vs_L2-reference	WBGene00017771	F25B4.8	F25B4.8	10.92	2.99	0	0.04	-2.33	2.5
L2-intestine_up_vs_L2-reference	WBGene00017390	F12A10.1	F12A10.1	8.23	2.99	0	0.04	-2.34	2
L2-intestine_up_vs_L2-reference	WBGene00014226	ZK1098.11	ZK1098.11	9.67	2.98	0	0.04	-2.35	2.12
L2-intestine_up_vs_L2-reference	WBGene00017678	F21F8.4	F21F8.4	8.97	2.98	0	0.04	-2.35	2.06
L2-intestine_up_vs_L2-reference	WBGene00020359	T08E11.3	math-40	8.64	2.98	0	0.04	-2.36	2.61
L2-intestine_up_vs_L2-reference	WBGene00010507	K02E2.6	K02E2.6	11.32	2.98	0	0.04	-2.36	2.41
L2-intestine_up_vs_L2-reference	WBGene00007811	C29F7.2	C29F7.2	10.16	2.98	0	0.04	-2.36	2.05
L2-intestine_up_vs_L2-reference	WBGene00004020	EGAP2.3	pho-1	9.52	2.98	0	0.04	-2.37	2.07
L2-intestine_up_vs_L2-reference	WBGene00009745	F45H11.5	F45H11.5	9.81	2.97	0	0.04	-2.39	2.58
L2-intestine_up_vs_L2-reference	WBGene00044712	F22G12.8	F22G12.8	7.89	2.96	0	0.04	-2.42	2.11
L2-intestine_up_vs_L2-reference	WBGene00015759	C14C6.5	C14C6.5	9.86	2.95	0	0.04	-2.43	2.31
L2-intestine_up_vs_L2-reference	WBGene00012533	Y36E3A.1	fbxa-209	8.07	2.95	0	0.05	-2.44	2.41
L2-intestine_up_vs_L2-reference	WBGene00008255	C51E3.10	C51E3.10	10.09	2.94	0	0.05	-2.46	2.81
L2-intestine_up_vs_L2-reference	WBGene00012755	Y41C4A.8	Y41C4A.8	9.15	2.94	0	0.05	-2.48	2.39
L2-intestine_up_vs_L2-reference	WBGene00000522	C09F12.1	clc-1	10.59	2.94	0	0.05	-2.48	2.11
L2-intestine_up_vs_L2-reference	WBGene00045305	ZC250.4	ZC250.4	10.2	2.93	0	0.05	-2.49	2.5
L2-intestine_up_vs_L2-reference	WBGene00008917	F17C11.6	F17C11.6	8.42	2.92	0	0.05	-2.51	2.02
L2-intestine_up_vs_L2-reference	WBGene00003580	Y38A8.1	ndx-3	9.85	2.91	0	0.05	-2.55	2.06
